brandname,pid,pname,age,tags,repurchased,like_c,concern_list,skin_type,score,date,text
바닐라코,32329,프라임 프라이머 피팅 파운데이션 SPF30 PA++,23,"['지속력좋은', '커버력좋은', '촉촉한', '추천템']",0,0,"모공,잡티,트러블",지성,4,2017-06-28,"#지속력좋은 #커버력좋은 #촉촉한 #추천템 
얇게 밀착되고 속은촉촉 겉은 보송하게 마무리되는 여름파데의 정석!!!!
지성인들에게는 넘나 필요한 파데구요~~ 
색도 딱 좋고 지속력이 좋아 수정화장 한번이면 하루종일 오케이!!
촉촉한 기초로 얇게 올리고 그위에 쌓으면 좋구 프라임프라이머랑 찰떡궁합!!
단 수정화장시에는 조금의 들뜸이 있어 토너나 미스트로 한번 닦아내준 후에 올려주면 짱짱이에요!!"
바닐라코,32329,프라임 프라이머 피팅 파운데이션 SPF30 PA++,22,[],0,1,"각질,건조함,민감성",복합성,4,2017-05-14,"이거랑 크리니크 단지형 파운데이션이랑 진심 찰떡궁합ㅠㅠㅠ 진심 인생 피부 찾은듯 해요 색도 너무예쁘고 피부더 실키하게 마무리되는데 지속력도 대박ㅠㅠ 아! 제 피부는 티존은 유분 뿜뿜인데 볼은 갈라지도록 건조한 유수분 부족 복합형이에요!
이거 하나만 사용했을때 처음에는 좀 하얗게 보여도 시간 지나면 피부랑 어울리는 색이지만 지속력이 좀 짧고 건조한 파운데이션이에요"
바닐라코,32329,프라임 프라이머 피팅 파운데이션 SPF30 PA++,22,[],1,0,"모공,피부톤",복합성,5,2017-03-28,"모공메꿔주고 지속력좋아서 계속 쓰고있어요!
너무 두껍게 올리면 서로 뭉치듯이 무너지니까 양조절 잘해주세요 조금만올려도 많이펴발라지고 커버력도 괜찮아요"
바닐라코,32329,프라임 프라이머 피팅 파운데이션 SPF30 PA++,23,"['3월뷰티템', '지속력좋은', '자연스러운', '인생템', '추천템']",1,0,"각질,건조함",건성,5,2017-03-23,"유튜브에서 레나가 인생 파운데이션으로  추천해서 샀더니
저한테도 인생파데가되어버렸어요♡ 발림성도좋고 매일 이것만써요
가격대비도 좋고 최고최고!!!
#3월뷰티템 #지속력좋은 #자연스러운 #인생템 #추천템"
바닐라코,32329,프라임 프라이머 피팅 파운데이션 SPF30 PA++,22,[],1,0,"모공,각질,피부톤",건성,4,2017-03-22,커버력 하나는 짱인거같아요 역시 파데명가 ...
바닐라코,32329,프라임 프라이머 피팅 파운데이션 SPF30 PA++,22,"['커버력', '지속력', '지성파데']",0,0,,지성,4,2017-03-09,"#커버력#지속력#지성파데
여드름 흉터가 많고 파데가 잘 무너지는 편이라 무너짐이 없는 파데를 찾는데 커버력이좋아요 커버력이 높은 대신 촉촉한것보단 두껍게발립니다! 얼굴이 홍조가 있지만 전체적으로 노란편이라 핑크 베이지 색상을 샀는데 핑크끼가 그렇게 많이 도는것 같진 않구 그렇다고 옐로베이지같이 누런것도 아니였어요! 그리구 13호쓰는 저한테 그렇게 밝지도 어둡지도 않았어용"
바닐라코,32329,프라임 프라이머 피팅 파운데이션 SPF30 PA++,24,['추천템'],0,0,"각질,잡티,피부톤",복합성,4,2017-03-09,뷰티 유투버 님께서 인생템이라 소개했던 제품이라 캡쳐하고 매장가서 구매했는데 직원분이 이렇게 찾아 오신 분들이 많다고 하더라구요 근데 구매 후 그 분 영상 찾아보니 사용한 영상이 하나 였나... 속은 느낌이 들었으나 사용해보니 여름에 사용하기 좋았어요 보송보송하게 마무리가 되는 타입이라 건조한 겨울에는 추천하지 않아요! 여름엔 사용 많이 했는데 지금은 겨울이라 손이 가지 않는 제품이에요 지성이신 분들은 추천해드려요! #추천템 
바닐라코,32329,프라임 프라이머 피팅 파운데이션 SPF30 PA++,25,"['지속력좋은', '커버력좋은', '추천템']",0,0,"모공,피부톤,트러블",복합성,4,2017-03-07,"지성, 복합성한테 추천! 건조하지는 않은데 보송보송한 느낌이에요 :)
다만 색이 밝게 나왔어요!!!용기도 무겁지않고 좋아요.
개인적으로 손이나 스펀지보다 쿠션퍼프로 팡팡 두들겨 바르는게 가장 좋았어요! 
#지속력좋은 #커버력좋은 #추천템 "
바닐라코,32329,프라임 프라이머 피팅 파운데이션 SPF30 PA++,17,"['지속력좋은', '꿀조합']",0,0,"각질,건조함,피부톤",건성,3,2017-02-24,"보송하고파우더리하게 마무리되는 건 좋은데 너무 건조해요 솔직히 지성분들한테도 조금 비추해요
밀착력 그다지 없고요, 다크닝은 별로 없었어요.
지속력은 되게 좋았어요  
각질부각도 괜찮아요 #지속력좋은 
촉촉하다 못해 끈적이는 제품이랑 사용하면 
쓸 만해요 #꿀조합 "
바닐라코,32329,프라임 프라이머 피팅 파운데이션 SPF30 PA++,23,['커버력좋은'],0,0,,건성,3,2017-02-17,"파우더리하게 마무리되는 게 특징인 파운데이션!
저는 건성이라 오일 넣어서 사용했어요~
색이 밝은편이에요! 참고하세요 #커버력좋은 "
바닐라코,32329,프라임 프라이머 피팅 파운데이션 SPF30 PA++,29,['추천템'],1,0,"모공,트러블,피지과다",지성,4,2017-01-12,"#추천템 내가 미친지성이라
특히 t존 부분이 기름이 심각할정도로 많아서 오후되면 t존은 파데가 지워져서 시커멓게 변해있음
미샤 매직쿠션, 아이오페 에어쿠션, 더페 보라색 비비 진짜 안써본 제품이 없을 정도로 지속력 좋다는거 다 썼음
그런데 이거쓰고 밤에 집와서 거울보면 코주위만 조금 자연스럽게 무너져있어서 좋음
모공도 가려주고 더블웨어 저렴이로 갑인듯"
에스쁘아,32691,누드 핏 리퀴드 파운데이션,33,['비추템'],0,0,"모공,잡티,트러블",복합성,1,2018-04-26,"이게 왜 좋은지모르겠음 ㄹㅇ개건조하고 
다섯번 화장하면 다섯번 다 떠요 ㅠㅠ
베이스 안맞으면 무조건떠요 촉촉베이스, 보송베이스 별걸 다 써봤는데..
그리고 진짜 얼굴이 쩍쩍 갈라짐 하.. 
보송하게 마무리되는 제형이라 스피디하게 안바르면 도장찍히듯이 메말라 있고😥
에스쁘아 베이스라인 좋아하는데 이건 진짜 못쓰겠어서 몇번쓰다 버렸어요 #비추템"
에스쁘아,32691,누드 핏 리퀴드 파운데이션,45,"['지속력', '발림', '세련된', '텐']",0,0,"주름,잡티,트러블",지성,4,2018-03-01,"기존에는 중간톤이나 좀하얀색상의 파운데이션을 많이 사용했는데. 잡티도 보정겸 진한 탠색상을 선택했네요. 
근데 색상이 괜찮아요. . 이제품은 약간은 붉은빛이 도는 검은색이에요. . 은근 잘 메이크업하면 볼터치한거같은 효과도 낼수있어서 괜찮은거같아요. . 피부와 좀잘어울리는 진한 색상이라고 말하고싶네요.여러번 덧발랐는데도 뭉치지않고  잘 발리네요. . 또 한가지. 이름처럼 리퀴드이기때문에 너무 뻑뻑하지않아서 발림이 좋아요. .진한색 처음 사용해봤는데 은근 매력있는 색상이네요. 
#지속력#발림#세련된 색상#텐"
에스쁘아,32691,누드 핏 리퀴드 파운데이션,38,"['지속력좋은', '커버력좋은', '자연스러운', '인생템', '추천템']",1,0,"각질,잡티,민감성",복합성,5,2017-11-30,"저한테는 인생템
이거만 바르고 나가면 사람들이 피부 좋아보인다고 했었네요 #지속력좋은 #커버력좋은 #자연스러운 #인생템 #추천템 "
에스쁘아,32691,누드 핏 리퀴드 파운데이션,24,"['지속력좋은', '커버력좋은']",1,1,"모공,민감성,피지과다",지성,4,2017-10-27,"지성이라 커버력 좋은 제품을 찾다가 쓰게 되었어요. 색도 잘 맞고 좋아요. 그러나 가끔 너무 건조하다는 느낌을 받아서, 두통째에는 다른 촉촉한 파데와 섞어서 썼어요. 그랬더니 대박 무너짐도 거의 없어서 수정화장 안하고 다녔어요. 코에만 살짝 하는 정도? 암튼 지성분들 쓰기엔 좋아요 ㅎ #지속력좋은 #커버력좋은 "
에스쁘아,32691,누드 핏 리퀴드 파운데이션,33,[],0,1,"모공,주름,트러블",복합성,4,2017-09-21,에스쁘아에서 매장언니가 추천해서 삿는데 묽은 제형이라 진짜 잘 발려요 마무리는 뽀송~~색상이 맘에 들어서 잘쓰는데 가격대비 좋아요
에스쁘아,32691,누드 핏 리퀴드 파운데이션,21,"['지속력좋은', '추천템', '밀착력강력']",0,6,"모공,트러블,피지과다",지성,5,2017-07-25,뷰티 유튜버님이 사용하시는거 보고 샀는데 이거 정말 짱이에요 ㅠㅠ 지성이고 얼굴에 열도 많아서 화장 엄청 들뜨는데 스펀지 모공 커버 장난아니고 그냥 챱챱챱 밀착되요👍👍제가 여드름 흉터때문에 흉터 부분은 다른 파운데이션으로 커버했지만 정말 밀착력 최고에요 😍 이거 바르고 날씨 엄청 더워서 땀도 많이 흘렸는데 무너짐도 거의 없고 마무리도 완전 보송보송☁️☁️ 최고입니당 #지속력좋은 #추천템 #밀착력강력
에스쁘아,32691,누드 핏 리퀴드 파운데이션,27,['건성비추템'],0,0,"모공,각질,건조함",건성,3,2017-03-17,"커버력은 좋아요.
21호 기준 색은 살짝 밝네요.
근데 #건성비추템 완전 비추입니다.
너무 떠요ㅠㅠㅠㅠ 못쓰것어요.
여름에만 쓸 수 있어서 겁나 오래쓰네요ㅋㅋㅋ"
에스쁘아,32691,누드 핏 리퀴드 파운데이션,29,[],0,0,"각질,피부톤,트러블",복합성,3,2017-03-15,이거슨 겨울보단 여름에 쓰는 것 추천드립니다 피부 건조하신 분들은 안맞으실거에요 ㅠㅠ 하지만 워낙 가벼운 제형이라 발림성은 아아주 좋습니다 피부톤 표현도 잘되구요! 리퀴드 제형이라 오래오래 쓸 수 있는 장점도 있어요!
에스쁘아,32691,누드 핏 리퀴드 파운데이션,28,[],1,0,"모공,건조함,피부톤",복합성,5,2017-03-10,"에스쁘아에서 인기있는 제품으로 리퀴드파운데이션인데 바르고나면 매트해지는 매력을 가진 제품입니다. 제 피부는 지복합성 피부며, 화장하고 난 후에 시간이 지날때는 T존에 기름이 어마어마하게 생기는 피부입니다. 파운데이션 호수는 거의 21호를 사용하는 편이에요.
이 제품이 보기와 다르게 바르는 즉시 매트해 지기 떄문에 빠른 시간내에 바르는게 우선순위인데요, 그렇기 떄문에 기초가 탄탄해야 되고 바르는것도 스킬이 있어야 되겠더라구요
커버력은 평균인데 그렇다고 해서 커버력이 너무 없는게 아니니 컨실러있으시면 겸용하심이 좋을 것 같습니다. ^^"
에스쁘아,32691,누드 핏 리퀴드 파운데이션,24,[],1,0,"모공,각질,피지과다",지성,3,2017-03-09,"두통정도 썼던 제품! 지속력 좋고 파데 자체는 좋은편인데
나한테는 코옆에 좀 끼이는 현상이 좀 있었다
나쁜점은 딱히 없지만 그렇다고 매우매우 좋다! 싶은건 아님.
저렴한 지성용 파데 찾으면 아주 만족스러울듯!"
에스쁘아,32691,누드 핏 리퀴드 파운데이션,26,[],0,0,"각질,건조함,피부톤",건성,3,2017-03-09,"색도 예쁘고, 피부표현도 예쁘고 커버력도있는편..  근데 진짜더럽게 무너짐..  수정화장 자주할수있는 사람이 사면 좋을듯...^^....."
에스쁘아,32691,누드 핏 리퀴드 파운데이션,27,"['저렴이', '가성비갑']",0,0,"모공,트러블,피지과다",지성,4,2017-01-31,"지성피부라 매트한느낌의 파운데이션찾았는데 딱이에요
저렴한편이고 커버도 잘되서 좋아요~~
#저렴이#가성비갑"
에스쁘아,32691,누드 핏 리퀴드 파운데이션,23,[],0,0,"모공,건조함,피부톤",복합성,4,2017-01-20,리퀴드 제형의 파운데이션인데 펌핑했을땐 물타입이지만 바르면 보송하게 마무리되더라구요 호수는 밝은색이라 저는 하이라이터용으로 많이 사용했어요 컨실러 못지않은 커버력이지만 피부가 건성이신 분들에겐 살짝 고민을하시는게 좋을거같아요 전 복합성이라 건조한 부분에는 에센스나 오일을 섞어바르기도 했습니당!
에스쁘아,32691,누드 핏 리퀴드 파운데이션,33,['비추템'],0,0,"모공,잡티,민감성",복합성,2,2017-01-12,"4시간 동안은 괜찮아여.. 그이후에 무너짐이 너무 안이쁘고 다크닝쩔고
화장엄청 떠보여여ㅜ 무너짐이 최악인 파데... 처음엔 커버력도좋고 매트한 마무리감으로 정말이쁜데.. 4시간 이후에는... 떡지고 뜨고.. 현제 포슬린과 페탈을 얼굴외곽과 중앙에 나눠바르는데.. 괜히 두개나샀어요.. 더좋은파데 사세요... #비추템"
에스쁘아,32691,누드 핏 리퀴드 파운데이션,24,"['보송한마무리', '노끈적', '화사한효과', '어머', '산뜻해', '지속력', '인생템', '재구매템', '뷰티템연말정산', '꾸덕한', '리퀴드타입', '파데', '발림성도', '물먹인퍼프', '찰떡궁합', '파우더리', '잿빛도', '여름']",1,0,"잡티,건조함",복합성,5,2017-01-11,"#보송한마무리 #노끈적 #화사한효과 #어머 #산뜻해
#지속력 까지 좋으면 어떡해ㅠㅠ..#인생템 #재구매템 #뷰티템연말정산
#꾸덕한 제형이 아니라 흐르는 #리퀴드타입 #파데 인데 #발림성도 좋고 (특히 #물먹인퍼프 #찰떡궁합)
마무리는 끈적이지 않고 #파우더리 해요! 얇게 발리는 타입이어서 무겁지도 않고 #잿빛도 안 돌아요!
#여름 에 바르면 더 좋은 템!"
에스쁘아,32691,누드 핏 리퀴드 파운데이션,25,['인생템'],0,0,"모공,각질,건조함",건성,5,2017-01-09,"입자가 작은지 코쪽 뭉치는게 적네요^^ 무너지는건 없고 시간 지나면 파데가 날아가는 형태라서 나중에 모공이 보이는데... 저는 무너지는것 보다 날아가는게 차라리 낫다고 생각해서 괜찮고요,
다크닝 없고 촉촉한데 뽀송해요ㅎ 색상도 이뻐서 아주 만족하는 제품입니다♡ #인생템 "
에스쁘아,32691,누드 핏 리퀴드 파운데이션,28,[],0,0,"모공,트러블",건성,3,2016-11-11,"촉촉하다고해서 구입했던건데 무너짐이심해요
다른거랑 섞어쓰기에는 좋아요
근데 이거 겨울에쓰기에는 무지건조할듯
다크닝은없어요 다만묽어서 지속력이별로에요"
에스쁘아,32691,누드 핏 리퀴드 파운데이션,57,[],0,2,"주름,잡티,트러블",복합성,3,2016-11-10,윤기도있고잘발리네요!
에스쁘아,32691,누드 핏 리퀴드 파운데이션,26,['건성최악'],1,0,"모공,주름,잡티",중성,2,2016-10-29,"지성피부분들은 정말 좋아하시는듯. 전 윽~~건조해서 그런지 늠 별로였어요. 특히 바르자마자 파데가 말라서 경계생기고 ㅜㅜ

#건성최악"
에스쁘아,32691,누드 핏 리퀴드 파운데이션,32,"['이거왜안사', '인생템', '지성파데']",1,0,"모공,주름,민감성,트러블",복합성,5,2016-10-29,#이거왜안사 #인생템 #지성파데 곰손도 전문가손으로 만들어주는 제품이에요^^뽀송해서 지성분들께 좋고 눈가부분에는 건조하면 땅길거 같아서 피해서 발랐어요^^; 손만 사용했는데도 좋은데 붓이면 피부결 완전 도자기♡붓은 더 섬세하게 표현되겠죠?ㅠ저는 평소에 21호를 바르는데 이 컬러가 적당한 톤업에  여드름흉터도 커버돼요ㅎㅎ컨실러없어도 될만큼 좋았어요^^♡
에스쁘아,32691,누드 핏 리퀴드 파운데이션,23,"['화사한', '추천템']",0,2, , ,4,2016-07-12,"여름에 바르기 정말 좋습니다! 바르면 얼굴에 촥-! 밀착되면서 살짝 파우더리하게 마무리가됩니다ㅎㅎ 지속력도 좋습니다! 그리구 무엇보다 색상이 화사해서 정말 이뻐요♡ㅎㅎ 저는 여름파데용으로 샀는데 겨울엔 오일을 섞어 사용할 정도로 좋아하는 제품입니다♡ 저렴이로는 토니모리의 스킨틴트가 비슷해요~ 복합성, 지성 피부이신 분들께 강추!!! #화사한 #추천템"
알엠케이,6662009,크리미 파운데이션 N SPF28 PA++,33,"['자연스러운', '촉촉한']",1,1,"잡티,건조함,피부톤",건성,5,2017-09-26,"진짜 몇번이나 썼는지 모르겠어요
23살 겨울에 처음 알게되어서 30살까지 파운데이션은 코겐도랑 루미코만 썼네요 메이크업 베이스랑 같이 쓰면 정말 찰떡같이 피부에 밀착되서 깐달걀 피부 만들어줍니다ㅠㅠ

피부 상태 안좋을때에도 이거로 화장하면 괜찮아 보이는데 최상일때 이거로 화장하면 진짜 연예인 물광 꿀피부 만들어줘요! 

건성인 제게도 불편함 없이 잘 먹고 유지되구요 컨실러 없이 다크써클도 가려주구요ㅠㅠ 초봄, 늦가을, 한겨울엔 크리미 봄 가을엔 젤크리미 여름엔 리퀴드 이렇게 사용하는데 진짜 루미코 강추에요

#자연스러운 #촉촉한"
알엠케이,6662009,크리미 파운데이션 N SPF28 PA++,33,['건성추천파데'],0,0,"모공,잡티,민감성",복합성,4,2017-09-22,21호가 쓰기에 약간 어둡고 노랑노랑 해서 화사한 맛은 없으며 크림같은 제형이기에 발림이 그다지 얇아보이지는 않다. 그러나 상당히 촉촉하고 내피부에서 자연스럽게 녹아드는 느낌을 주며 커버력은 중하 정도이다. #건성추천파데
알엠케이,6662009,크리미 파운데이션 N SPF28 PA++,25,"['인생템', '피부표현']",0,0,"모공,각질,피지과다",지성,5,2017-09-21,저의 #인생템 입니다. 이 파운데이션을 만난 후 커버력이 약한 파운데이션에 빠졌어요. 커버력은 중간정도라서 약한 잡티는 가려주는데 큰 잡티는 못가려줘요. 대신 #피부표현 이 너무 예뻐요. 자연스럽게 피부정돈이 되는 느낌이라서 지성피부는 커버력 좋은 파운데이션만 써야한다는 고정관념이 깨졌습니다. 무너짐은 무너지면서 날아가는 편이라 깨끗하게 수정하기 편했어요. 손으로 발라도 괜찮고 퍼프로 발라도 괜찮더라구요.
알엠케이,6662009,크리미 파운데이션 N SPF28 PA++,28,['추천템'],0,0,"모공,각질",지성,4,2017-05-27,"알엠케이 우수후기자라 받은 거 같은데, 단지형 파데라니 신박하긴 한데 꽤 불편해요ㅠㅠ RMK는 용기 디자인의 편리성을 별로 따지지 않는 거 같더라고요 ㅋㅋㅋ 이 브랜드의 파데들이 그렇듯 커버력은 중상 정도인데 피부가 엄청 좋아보이긴해요. 자연스럽고 요철부각이나 모공부각도 없이 얇고 가볍게 발려요. 제형은 살짝 꾸덕한게 얇게 바르면 정말 피부표현 예쁩니다. #추천템 "
알엠케이,6662009,크리미 파운데이션 N SPF28 PA++,28,"['지속력좋은', '리즈갱신', '자연스러운', '촉촉한']",1,2,"주름,건조함,피부톤",건성,5,2017-02-02,"건성피부에 사용하기 딱 좋은 파운데이션이에요.
파룸카페에서 룸메님들한테 추천받아서 쓰고 있어요.
촉촉하고 커버도 좋아요 재구매할거에요! #지속력좋은 #리즈갱신 #자연스러운 #촉촉한 "
겔랑,31781,빠뤼르 골드 래디언스 파운데이션 SPF30 PA+++,34,[],0,0,"주름,잡티,건조함",건성,5,2018-03-31,"파운데이션 너무 무거울까봐 안쓰는데
이 제품은 바르자마자 발림이 너무 좋아서 반했어요
부드럽게 발리고 지속성도 너무 좋아요
야근해도 눈가나 팔자주름에 끼임 완전 없구요!!
아침 바른 상태 그대로 유지되서 화장 수정이 필요 없었어요
정말 인생 파운데이션이예요!!!!
재구매하고 싶은 파운데이션이고 주변 지인들에게 많이 추천하고 있어요"
겔랑,31781,빠뤼르 골드 래디언스 파운데이션 SPF30 PA+++,40,[],1,0,"모공,주름,건조함",복합성,4,2018-03-12,"백화점에서는 너무 비싸고..면세 쇼핑으로 5마넌에 득템! 한 제품!! ㅋ
제가 겨울 쿨톤이고...홍조가 좀 있는 편인데..0호는 너무 하얗고 노란끼가 좀 돌았구요.1호가 저에게는 딱!! 완전 인생 파데에요!  발림도 좋고 커버력까지~!!!
비싸지만 않으면 계속 살텐데... 그래서 별 한개 뺍니다.  ㅠ ㅠ"
겔랑,31781,빠뤼르 골드 래디언스 파운데이션 SPF30 PA+++,37,[],1,0,"주름,잡티,건조함,민감성",건성,5,2018-02-03,"가격이 비싸서 망설일 수 있지만, 한번 사용하면 중독성 있는 겔랑 빠뤼르 골드 밀착력 좋고 커버력도 가지고 있지만 건성피부인데 생각보다 건조하지 않아서 잘 사용하는 제품. 면세점 갈 때 구입해야겠어요 가격이 최고의 단점.ㅠㅠ"
겔랑,31781,빠뤼르 골드 래디언스 파운데이션 SPF30 PA+++,22,"['지속력좋은', '자연스러운', '촉촉한', '인생템', '추천템']",0,0,"모공,각질,잡티",건성,5,2017-12-19,"예쁜 피부 표현과 오래 가는 지속력, 그리고 적당한 촉촉함에 적당한 커버력 모든게 갖춰있어요!! 심지어 향기도 좋아서 화장하는데 기분이 좋아진다는 ㅎㅎ 비싼게 흠이지만 한 번 사고 일년 넘은 지금까지도 넉넉하게 쓰고 있으니 아껴서 오래 쓸 수 있을 것 같아요! #지속력좋은 #자연스러운 #촉촉한 #인생템 #추천템 "
겔랑,31781,빠뤼르 골드 래디언스 파운데이션 SPF30 PA+++,31,"['고급스러운마무리감', '세미매트', '건성보다는지성용', '겔랑란제리드뽀와비교']",0,2,"주름,건조함",건성,3,2017-12-16,"#고급스러운마무리감 #세미매트 #건성보다는지성용!

빠뤼르 골드가 촉촉한 제품으로 손에 꼽히길래 구매해봤는데 
이건 촉촉한 제품은 아니에요. 
여름이라도 건성이 제가 바르면, 몇 시간 정도 지난 후에 얼굴이 당겼어요.
오히려 파우더 함유가 좀 있는, 세미매트한 마무리감이라는 게 맞는 표현 같아요.

그래서 지성인 언니에게 추천해줬더니 좋아하더라고요.
건성보다는 지성인 분들이 만족할 제품입니다!

#겔랑란제리드뽀와비교
겔랑골드가 훨씬 더 커버력있고, 그래서 텁텁한 느낌. 세미매트 마무리. 지성용.
란제리가 훨씬 더 촉촉해요. 건성용."
겔랑,31781,빠뤼르 골드 래디언스 파운데이션 SPF30 PA+++,31,[],1,0,"모공,잡티,민감성",건성,4,2017-12-13,쫀쫀한 느낌은 구버전이 좋긴한데 신버전도 좋아요 가격이 안습이라 별하나빼요
겔랑,31781,빠뤼르 골드 래디언스 파운데이션 SPF30 PA+++,23,['커버력좋은'],1,0,"모공,잡티,트러블",복합성,4,2017-12-13,"#커버력좋은 
00호 사려다가 면세점에 재고가 없어서 01호 샀고,, 나쁘지는 않지만 이번에는 00호 구매해봤어요 이것도 기대 되네요 지속력도 나름 괜찮은 편이고 커버력도 괜찮아요"
겔랑,31781,빠뤼르 골드 래디언스 파운데이션 SPF30 PA+++,27,"['커버력좋은', '지속력좋은', '추천템']",0,0,"모공,민감성,트러블",복합성,5,2017-12-07,가격 정말...가격만 아니면 괜찮은데 ㅠㅠㅠ 선물받아서 쓰는데 솔직히 좋아요 좋은데...과연 제 돈으로 사게될지는 모르겠어요 ㅠㅠ 전 완전 깨끗한 피부는 아니 란제리보다 빠뤼르가 더 나은거 같아요 빠뤼르 건성용이라고 많이 그러던데 그건 잘 모르겠어요 저는 복합성인데 좋아요 가격만 아니면 ㅠㅠ 노란기 도는 파데 좋아해서 색도 찰떡인데 ㅠ 가격이 아쉽네요 #커버력좋은 #지속력좋은 #추천템 
겔랑,31781,빠뤼르 골드 래디언스 파운데이션 SPF30 PA+++,30,[],1,0,"모공,각질,건조함",건성,4,2017-12-05,"건성의 겨울에 가장 완벽한 파데라는 말 밖엔 쓸 말이 없어요.
단점은 가격...과 컬러, 그리고 커버력..?
커버력은 나쁜 건 아니고 그냥 쏘쏘한 정도라 컨실러랑 섞어쓰면 커버되는 거 같아요."
겔랑,31781,빠뤼르 골드 래디언스 파운데이션 SPF30 PA+++,26,[],0,0,"모공,잡티,트러블",복합성,5,2017-11-30,"와 이거 진짜...피부표현 진짜 끝내주게 이쁘네요..
진짜 값어치를 하는거같아요!!
커버력도 좋고 건조하지않고 지속력도 너무 좋구용
이때까지 여러파데를 써봤지만 이아이가 저에겐 1등이에용 ㅠㅠ"
겔랑,31781,빠뤼르 골드 래디언스 파운데이션 SPF30 PA+++,29,"['피부커버', '악건성', '트러블', '촉촉한', '자연스러운', '인생파데']",1,0,"건조함,민감성",건성,5,2017-11-27,"면세로 해외가면서 두통 사서 쓰고있어요! 지금 두통짼데 부드러우면서 #피부커버 도 웬만큼 잘 되는 편이라 #악건성 에 #트러블 좀 있는 제 피부에도 잘맞아요💕
지속력은 일반적인 파데만큼! 막 엄청 좋고 그런건 아닌데 오래가고 하루종일 있을거면 한번정도 수정화장 정도는 필요해요
#촉촉한 #자연스러운 #인생파데 인정? ㅇ인정!"
겔랑,31781,빠뤼르 골드 래디언스 파운데이션 SPF30 PA+++,32,[],0,0,"주름,잡티,트러블",복합성,5,2017-11-23,써본파데중에 이게 젤 좋았어요. 커버력도 좋고 22호피부에 색도 자연스러웠고 무너짐도 괜찮았어요. 단점은 가격.....과 핑베를 좋아하는데 이건 옐베밖에 없는게 아쉽네요. 그렇다고 엄청 노란것도 아니에요.
겔랑,31781,빠뤼르 골드 래디언스 파운데이션 SPF30 PA+++,26,['인생템'],1,2,"건조함,민감성,트러블",복합성,4,2017-11-20,"할인없이 10만원씩 질러가며 3통 쓴 파데입니다..
다크닝 적고(아예 없는 파데는 못봤으니..;) 전 피부가 23호여서 그런지 다른 파데들은 너무 붉거나 회색빛이거나 너무 노래서 손이 안가더라구요.. ㅠㅠ 근데 겔랑 골드는 색상도 진짜 잘뽑아서 누리끼리해보인다거나 너무 붉어보인다거나 하지 않아요. 피부에 파데가 잘 뜨는편인데도 왠만해선 잘 안뜨구요. 커버력도 좋아요.. 진짜 인생템인데 너무 비싸서 별한개 뺐어요...!★ ㅋㅋㅋㅋㅋ 이미 여기에만 30넘게 썼지만.. 이젠 면세점 갈때마다 두개씩 쟁여옵니다. #인생템"
겔랑,31781,빠뤼르 골드 래디언스 파운데이션 SPF30 PA+++,24,[],0,1,"모공,주름,건조함",건성,4,2017-11-14,"작년에 겨울철 파운데이션을 찾다가 구매한 제품이에요~
제일 밝은 홋수가 화사한편이 아니라서 자주 손은 안가지더라구요ㅠㅠ
그래도 촉촉하고 유분끼도 적당히 있는 편이라서
여름을 제외한 날씨엔 쓰기 좋고, 무너짐도 이뻐요! 지속력도 괜찮답니다. 다만 살짝 두껍게 발리는 면이 있고, 촉촉한편이라 여름에는 극건성분에게만 괜찮을 것 같습니다.
쫀쫀한 파데이기때문에 칫솔브러쉬나 손이 제일 조합이 좋았어요. 퍼프보다는 손이 낫답니다~"
겔랑,31781,빠뤼르 골드 래디언스 파운데이션 SPF30 PA+++,27,['지속력좋은'],0,1,"각질,잡티,피지과다",중성,4,2017-09-27,정말 이건 어느 피부도 잘 사용할 수 있을 법한 파운데이션. 무난의 극치!!!! 무너짐 좋고 커버력은 쏘쏘. 근데 이가격주고 다시 사야하나? 생각해보면 안삼. 겔랑 란제리보다 손이안감.. 아무래도 환절기라 그런것도 있는데.. 그래도ㅜㅜㅜ 뭔가 아숩다 #지속력좋은 
겔랑,31781,빠뤼르 골드 래디언스 파운데이션 SPF30 PA+++,32,"['지속력좋은', '커버력좋은', '촉촉한']",1,1,"주름,피부톤,민감성",중성,4,2017-09-26,"저는사실 파데보다는 쿠션을 선호하는 편이었는데,,
넘나 고급스러운 병에 꽂혀 구매후,, 요놈도 현재 2번째 재구매 후 사용중입니다~~
저는 그냥 손으로 톡톡 두르리듯이 바르고있는데
발림성도 좋고, 지속력도 좋은편이라고 생각해요
하지만, 이거역시,, 가격이 ㅎㅎ 하지만 한병사면 오래쓰니~
전체적으로는 좋은것같아요~ #지속력좋은 #커버력좋은 #촉촉한 "
겔랑,31781,빠뤼르 골드 래디언스 파운데이션 SPF30 PA+++,18,"['지속력좋은', '커버력좋은', '자연스러운', '촉촉한', '인생템', '추천템']",0,0,"각질,잡티,건조함",복합성,4,2017-09-25,"#지속력좋은 #커버력좋은 #자연스러운 #촉촉한 #인생템 #추천템 입니다!!
겔랑 파운데이션 무려 십만원이 넘어요!!
지속력도 좋고 밀착력도 좋고 발림성도 좋고 촉촉하고 색상도 이쁘고 다 좋은 제품이예요!!
다만 가격이 너무 비싸다 보니까 ㅠㅠ 이정도 만족도의 제품은 더 싼것중에서도 찾을 수 있지 않을까?? 하는 생각이 자꾸만 드는 제품입니다!!"
